datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,profit
1/3/2011 15:00,Spring,0,1,Clear,,30,16.9979,14,58,72,988.4292237
1/3/2011 16:00,Spring,0,1,,10.66,,,9,67,76,1018.529224
1/3/2011 17:00,Spring,0,1,Clear,9.84,30,15.0013,11,146,157,2072.029224
1/3/2011 18:00,Spring,0,1,Clear,9.84,,7.0015,9,148,157,2063.429224
1/3/2011 19:00,Spring,,1,Clear,8.2,47,0,8,102,110,1452.829224
1/3/2011 20:00,Spring,0,1,Clear,8.2,,7.0015,3,49,52,683.1292237
1/3/2011 21:00,Spring,0,1,,,,8.9981,3,49,52,683.1292237
1/3/2011 22:00,Spring,0,1,Clear,5.74,69,,0,20,20,257.4292237
1/3/2011 23:00,Spring,0,1,Clear,7.38,55,,1,11,12,158.5292237
1/4/2011 0:00,Spring,0,1,,6.56,,7.0015,0,5,5,63.92922374
1/4/2011 1:00,Spring,0,,Clear,6.56,59,7.0015,0,2,2,25.22922374
1/4/2011 2:00,Spring,0,1,,5.74,63,8.9981,0,1,1,12.32922374
1/4/2011 4:00,Spring,0,1,Clear,,63,,0,2,2,25.22922374
1/4/2011 5:00,Spring,0,1,Clear,,68,7.0015,0,4,4,51.02922374
1/4/2011 6:00,Spring,,1,Clear,4.92,74,,0,36,36,463.8292237
1/4/2011 7:00,Spring,0,,,4.92,,8.9981,2,92,94,1220.629224
1/4/2011 8:00,Spring,0,,Clear,5.74,69,,2,177,179,2317.129224
1/4/2011 9:00,Spring,0,1,Clear,6.56,64,15.0013,2,98,100,1298.029224
1/4/2011 10:00,Spring,0,1,Mist,6.56,69,,5,37,42,562.7292237
1/4/2011 11:00,Spring,0,1,Clear,9.02,51,19.9995,7,50,57,764.8292237
1/4/2011 12:00,Spring,0,,Clear,,51,11.0014,12,66,78,1057.229224
1/4/2011 13:00,Spring,,1,Clear,9.84,56,12.998,18,79,97,1328.129224
1/4/2011 14:00,Spring,0,1,Clear,10.66,52,15.0013,9,54,63,850.8292237
1/4/2011 15:00,Spring,0,1,Clear,11.48,52,16.9979,17,48,65,911.0292237
1/4/2011 16:00,Spring,0,1,Clear,12.3,,,15,68,83,1134.629224
1/4/2011 17:00,Spring,0,1,Clear,11.48,48,15.0013,10,202,212,2777.229224
1/4/2011 18:00,Spring,0,,Clear,10.66,48,12.998,3,179,182,2360.129224
1/4/2011 19:00,Spring,0,1,,9.84,48,7.0015,2,110,112,1452.829224
1/4/2011 20:00,Spring,0,1,,9.84,48,7.0015,1,53,54,700.3292237
1/4/2011 21:00,Spring,0,1,Clear,9.02,64,0,0,48,48,618.6292237
1/4/2011 22:00,Spring,,1,Clear,,,,1,34,35,455.2292237
1/4/2011 23:00,Spring,0,,Clear,8.2,69,6.0032,2,9,11,149.9292237
1/5/2011 0:00,Spring,0,,Clear,8.2,64,0,0,6,6,76.82922374
1/5/2011 1:00,Spring,0,1,Clear,,74,6.0032,0,6,6,76.82922374
1/5/2011 2:00,Spring,0,1,,6.56,74,,0,2,2,25.22922374
1/5/2011 4:00,Spring,0,1,,9.84,48,15.0013,0,2,2,25.22922374
1/5/2011 5:00,Spring,0,1,Clear,9.02,47,,0,3,3,38.12922374
1/5/2011 6:00,Spring,0,1,Clear,8.2,47,15.0013,0,33,33,425.1292237
1/5/2011 7:00,Spring,0,1,Clear,7.38,43,,1,87,88,1138.929224
1/5/2011 8:00,Spring,0,1,Clear,8.2,40,19.9995,3,192,195,2527.829224
1/5/2011 9:00,Spring,0,1,Clear,9.02,37,22.0028,6,109,115,1508.729224
1/5/2011 10:00,Spring,0,1,Clear,9.02,37,22.0028,4,53,57,751.9292237
1/5/2011 11:00,Spring,0,,,10.66,33,22.0028,12,34,46,644.4292237
1/5/2011 12:00,Spring,0,1,Clear,10.66,33,,5,74,79,1040.029224
1/5/2011 13:00,Spring,0,1,Clear,11.48,,19.9995,6,65,71,941.1292237
1/5/2011 14:00,Spring,0,1,Clear,12.3,28,12.998,10,52,62,842.2292237
1/5/2011 15:00,Spring,0,1,Clear,,28,,7,55,62,829.3292237
1/5/2011 16:00,Spring,0,,Clear,12.3,28,6.0032,4,85,89,1164.729224
1/5/2011 17:00,Spring,0,1,Clear,,,12.998,4,186,190,2467.629224
1/5/2011 18:00,Spring,0,1,Clear,9.84,38,8.9981,3,166,169,2192.429224
1/5/2011 19:00,Spring,0,1,Clear,,38,7.0015,5,127,132,1723.729224
1/5/2011 20:00,Spring,0,1,,9.02,,11.0014,7,82,89,1177.629224
1/5/2011 21:00,Spring,0,1,,8.2,,12.998,3,40,43,567.0292237
1/5/2011 22:00,Spring,0,1,,7.38,55,,1,41,42,545.5292237
1/5/2011 23:00,Spring,0,1,Clear,8.2,47,0,1,18,19,248.8292237
1/6/2011 0:00,Spring,0,1,Clear,7.38,,0,0,11,11,141.3292237
1/6/2011 1:00,Spring,0,1,Clear,6.56,,,0,4,4,51.02922374
1/6/2011 2:00,Spring,0,1,Clear,6.56,64,,0,2,2,25.22922374
1/6/2011 4:00,Spring,0,1,Mist,6.56,,6.0032,0,1,1,12.32922374
1/6/2011 5:00,Spring,0,1,,,69,,0,4,4,51.02922374
1/6/2011 6:00,Spring,0,1,,5.74,63,7.0015,0,36,36,463.8292237
1/6/2011 7:00,Spring,0,1,Mist,,,,0,95,95,1224.929224
1/6/2011 8:00,Spring,0,1,Clear,6.56,,0,3,216,219,2837.429224
1/6/2011 9:00,Spring,0,1,Mist,7.38,,0,6,116,122,1599.029224
1/6/2011 10:00,Spring,0,1,Clear,8.2,47,,3,42,45,592.8292237
1/6/2011 11:00,Spring,0,1,,9.02,,6.0032,2,57,59,769.1292237
1/6/2011 12:00,Spring,,1,,10.66,35,0,6,78,84,1108.829224
1/6/2011 13:00,Spring,0,1,Clear,10.66,35,7.0015,12,55,67,915.3292237
1/6/2011 14:00,Spring,0,1,Clear,,36,,11,59,70,949.7292237
1/6/2011 15:00,Spring,0,1,,11.48,36,,8,54,62,833.6292237
1/6/2011 16:00,Spring,0,1,Clear,10.66,,,12,74,86,1160.429224
1/6/2011 17:00,Spring,0,1,Clear,,51,11.0014,9,163,172,2256.929224
1/6/2011 18:00,Spring,0,1,Clear,9.02,51,,5,158,163,2123.629224
1/6/2011 19:00,Spring,0,1,Clear,9.02,55,6.0032,3,109,112,1457.129224
1/6/2011 20:00,Spring,,1,Clear,8.2,51,11.0014,3,66,69,902.4292237
1/6/2011 21:00,Spring,0,1,Mist,9.02,55,15.0013,0,48,48,618.6292237
1/6/2011 22:00,Spring,0,,,9.02,,19.0012,1,51,52,674.5292237
1/6/2011 23:00,Spring,0,1,Mist,,,12.998,4,19,23,313.3292237
1/7/2011 0:00,Spring,0,1,Mist,,,,4,13,17,235.9292237
1/7/2011 1:00,Spring,,1,Mist,8.2,69,15.0013,2,5,7,98.32922374
1/7/2011 2:00,Spring,0,1,Mist,8.2,69,15.0013,0,1,1,12.32922374
1/7/2011 4:00,Spring,0,1,,8.2,,8.9981,0,1,1,12.32922374
1/7/2011 5:00,Spring,0,1,Rainy,9.02,,0,0,5,5,63.92922374
1/7/2011 6:00,Spring,0,1,,8.2,69,,8,26,34,472.4292237
1/7/2011 7:00,Spring,0,,Clear,8.2,69,,8,76,84,1117.429224
1/7/2011 8:00,Spring,0,1,Clear,8.2,51,,20,190,210,2794.429224
1/7/2011 9:00,Spring,0,1,Clear,8.2,47,19.9995,9,125,134,1766.729224
1/7/2011 10:00,Spring,0,1,,,,22.0028,16,47,63,880.9292237
1/7/2011 11:00,Spring,0,1,Mist,8.2,40,,19,48,67,945.4292237
1/7/2011 12:00,Spring,0,1,,,,16.9979,9,50,59,799.2292237
1/7/2011 13:00,Spring,0,1,Mist,8.2,37,19.0012,9,64,73,979.8292237
1/7/2011 14:00,Spring,0,1,Mist,8.2,40,16.9979,7,43,50,674.5292237
1/7/2011 15:00,Spring,0,1,Mist,8.2,37,11.0014,9,63,72,966.9292237
1/7/2011 16:00,Spring,0,1,Mist,8.2,37,11.0014,5,82,87,1143.229224
1/7/2011 17:00,Spring,0,,Mist,8.2,37,,9,178,187,2450.429224
1/7/2011 18:00,Spring,0,1,Clear,,40,6.0032,7,116,123,1616.229224
1/7/2011 19:00,Spring,0,1,Clear,6.56,55,6.0032,3,92,95,1237.829224
1/7/2011 20:00,Spring,0,1,Clear,7.38,47,7.0015,1,50,51,661.6292237
1/7/2011 21:00,Spring,0,1,Clear,,,8.9981,0,39,39,502.5292237
1/7/2011 22:00,Spring,0,1,,7.38,,,2,34,36,472.4292237
1/7/2011 23:00,Spring,0,1,Mist,7.38,,,1,14,15,197.2292237
1/8/2011 0:00,Spring,0,0,Mist,,51,11.0014,1,24,25,326.2292237
1/8/2011 1:00,Spring,,0,Mist,7.38,55,6.0032,1,15,16,210.1292237
1/8/2011 2:00,Spring,,0,Mist,7.38,55,0,3,13,16,218.7292237
1/8/2011 3:00,Spring,0,0,Rainy,7.38,55,11.0014,0,7,7,89.72922374
1/8/2011 4:00,Spring,0,0,Rainy,7.38,55,11.0014,0,1,1,12.32922374
1/8/2011 5:00,Spring,0,0,,,,,0,5,5,63.92922374
1/8/2011 6:00,Spring,0,0,,,74,11.0014,0,2,2,25.22922374
1/8/2011 7:00,Spring,0,0,Mist,6.56,74,7.0015,1,8,9,119.8292237
1/8/2011 8:00,Spring,0,0,Rainy,6.56,93,7.0015,0,15,15,192.9292237
1/8/2011 9:00,Spring,0,,Rainy,6.56,93,7.0015,0,20,20,257.4292237
1/8/2011 10:00,Spring,0,0,Mist,7.38,80,11.0014,5,56,61,807.8292237
1/8/2011 11:00,Spring,0,0,Mist,8.2,69,,2,60,62,807.8292237
1/8/2011 12:00,Spring,0,0,Mist,8.2,59,,8,90,98,1298.029224
1/8/2011 13:00,Spring,0,0,Clear,8.2,,22.0028,7,95,102,1345.329224
1/8/2011 14:00,Spring,0,0,Clear,8.2,,,12,83,95,1276.529224
1/8/2011 15:00,Spring,0,0,Clear,,32,30.0026,5,69,74,975.5292237
1/8/2011 16:00,Spring,,0,Clear,7.38,,,8,68,76,1014.229224
1/8/2011 17:00,Spring,0,0,Clear,,,36.9974,5,64,69,911.0292237
1/8/2011 18:00,Spring,0,0,Clear,5.74,39,,3,52,55,721.8292237
1/8/2011 19:00,Spring,0,0,Clear,,,16.9979,4,26,30,403.6292237
1/8/2011 20:00,Spring,0,0,Clear,4.92,36,,0,28,28,360.6292237
1/8/2011 21:00,Spring,0,0,,4.92,,23.9994,2,35,37,485.3292237
1/8/2011 22:00,Spring,0,0,Clear,4.92,,26.0027,1,33,34,442.3292237
1/8/2011 23:00,Spring,,0,Clear,4.1,39,30.0026,0,22,22,283.2292237
1/9/2011 0:00,Spring,0,0,Clear,,42,,1,24,25,326.2292237
1/9/2011 1:00,Spring,0,0,Clear,4.1,42,31.0009,0,12,12,154.2292237
1/9/2011 2:00,Spring,0,0,,4.1,,,0,11,11,141.3292237
1/9/2011 3:00,Spring,0,0,Clear,,46,27.9993,0,4,4,51.02922374
1/9/2011 4:00,Spring,0,0,Clear,3.28,53,12.998,0,1,1,12.32922374
1/9/2011 5:00,Spring,0,0,Clear,3.28,,12.998,0,1,1,12.32922374
1/9/2011 6:00,Spring,0,0,Clear,4.1,,,0,1,1,12.32922374
1/9/2011 7:00,Spring,0,0,Clear,3.28,53,12.998,1,5,6,81.12922374
1/9/2011 8:00,Spring,0,0,,,,,0,10,10,128.4292237
1/9/2011 9:00,Spring,,0,Clear,,,35.0008,0,19,19,244.5292237
1/9/2011 10:00,Spring,0,,Clear,5.74,43,26.0027,0,49,49,631.5292237
1/9/2011 11:00,Spring,0,0,Clear,6.56,40,35.0008,2,47,49,640.1292237
1/9/2011 12:00,Spring,0,0,Clear,7.38,37,30.0026,4,79,83,1087.329224
1/9/2011 13:00,Spring,0,0,Clear,8.2,34,30.0026,6,69,75,992.7292237
1/9/2011 14:00,Spring,0,0,Clear,,32,31.0009,8,64,72,962.6292237
1/9/2011 15:00,Spring,0,,Clear,9.02,,,5,77,82,1078.729224
1/9/2011 16:00,Spring,,0,Clear,8.2,34,30.0026,13,79,92,1242.129224
1/9/2011 17:00,Spring,0,0,Clear,7.38,37,,3,59,62,812.1292237
1/9/2011 18:00,Spring,,0,,,40,22.0028,4,44,48,635.8292237
1/9/2011 19:00,Spring,0,,Clear,6.56,,22.0028,1,40,41,532.6292237
1/9/2011 20:00,Spring,0,0,Clear,5.74,46,16.9979,0,38,38,489.6292237
1/9/2011 21:00,Spring,0,0,Clear,5.74,,27.9993,1,19,20,261.7292237
1/9/2011 22:00,Spring,0,0,Clear,,46,19.9995,5,10,15,214.4292237
1/9/2011 23:00,Spring,0,,,4.92,,,0,6,6,76.82922374
1/10/2011 0:00,Spring,0,1,,,,19.0012,2,3,5,72.52922374
1/10/2011 1:00,Spring,0,1,Clear,4.92,50,19.0012,1,0,1,16.62922374
1/10/2011 2:00,Spring,0,1,Clear,4.92,50,15.0013,0,3,3,38.12922374
1/10/2011 3:00,Spring,0,1,Clear,4.92,,,0,1,1,12.32922374
1/10/2011 4:00,Spring,0,,Clear,4.1,54,,1,2,3,42.42922374
1/10/2011 5:00,Spring,0,1,Clear,4.1,54,16.9979,0,3,3,38.12922374
1/10/2011 6:00,Spring,0,1,Clear,,50,19.0012,0,31,31,399.3292237
1/10/2011 7:00,Spring,0,,Clear,,50,15.0013,2,75,77,1001.329224
1/10/2011 8:00,Spring,,1,Mist,4.92,50,,4,184,188,2441.829224
1/10/2011 9:00,Spring,0,1,Mist,,,,2,92,94,1220.629224
1/10/2011 10:00,Spring,,1,Mist,5.74,50,19.9995,0,31,31,399.3292237
1/10/2011 11:00,Spring,0,,,,,,2,28,30,395.0292237
1/10/2011 12:00,Spring,0,,Mist,8.2,,19.0012,5,47,52,691.7292237
1/10/2011 13:00,Spring,0,1,Mist,,,19.0012,4,50,54,713.2292237
1/10/2011 14:00,Spring,0,1,Mist,,,15.0013,0,47,47,605.7292237
1/10/2011 15:00,Spring,0,1,Mist,8.2,40,,2,43,45,588.5292237
1/10/2011 16:00,,0,1,Clear,,,8.9981,4,70,74,971.2292237
1/10/2011 17:00,Spring,0,1,,8.2,40,,4,174,178,2312.829224
1/10/2011 18:00,Spring,0,1,Clear,8.2,40,15.0013,1,154,155,2003.229224
1/10/2011 19:00,Spring,0,1,Clear,6.56,47,11.0014,3,92,95,1237.829224
1/10/2011 20:00,Spring,0,1,Clear,6.56,50,11.0014,1,73,74,958.3292237
1/10/2011 21:00,Spring,0,,Clear,5.74,59,12.998,1,37,38,493.9292237
1/10/2011 22:00,Spring,0,1,Clear,5.74,59,,2,22,24,317.6292237
1/10/2011 23:00,Spring,0,1,Clear,5.74,,,0,18,18,231.6292237
1/11/2011 0:00,Spring,0,1,Clear,5.74,,7.0015,2,10,12,162.8292237
1/11/2011 1:00,Spring,0,1,Clear,5.74,,,0,3,3,38.12922374
1/11/2011 2:00,Spring,0,1,,,,12.998,0,3,3,38.12922374
1/11/2011 5:00,Spring,0,,Mist,,55,,0,6,6,76.82922374
1/11/2011 6:00,Spring,0,1,Mist,6.56,55,,0,27,27,347.7292237
1/11/2011 7:00,Spring,0,1,Mist,6.56,55,,2,97,99,1285.129224
1/11/2011 8:00,Spring,0,1,Mist,7.38,,6.0032,3,214,217,2811.629224
1/11/2011 9:00,Spring,,1,Mist,7.38,51,11.0014,3,127,130,1689.329224
1/11/2011 10:00,Spring,,1,,8.2,51,11.0014,3,51,54,708.9292237
1/11/2011 11:00,Spring,0,1,Mist,8.2,47,,4,31,35,468.1292237
1/11/2011 12:00,Spring,0,1,,8.2,51,7.0015,2,55,57,743.3292237
1/11/2011 13:00,,0,1,Mist,8.2,,6.0032,6,46,52,696.0292237
1/11/2011 14:00,Spring,0,1,Mist,8.2,59,,3,60,63,825.0292237
1/11/2011 15:00,Spring,0,1,,6.56,80,6.0032,2,45,47,614.3292237
1/11/2011 16:00,Spring,0,1,Mist,6.56,86,,4,72,76,997.0292237
1/11/2011 17:00,Spring,0,,,6.56,,15.0013,6,130,136,1779.629224
1/11/2011 18:00,Spring,,1,,6.56,,7.0015,1,94,95,1229.229224
1/11/2011 19:00,Spring,0,1,,,,,0,51,51,657.3292237
1/11/2011 20:00,Spring,0,1,Rainy,6.56,93,,0,32,32,412.2292237
1/11/2011 21:00,Spring,0,1,Rainy,6.56,,,0,20,20,257.4292237
1/11/2011 22:00,Spring,0,1,Rainy,6.56,93,7.0015,1,28,29,377.8292237
1/11/2011 23:00,Spring,0,,Rainy,6.56,93,,1,18,19,248.8292237
1/12/2011 0:00,Spring,0,1,,6.56,86,6.0032,0,7,7,89.72922374
1/12/2011 1:00,Spring,0,1,Mist,,86,7.0015,0,6,6,76.82922374
1/12/2011 2:00,Spring,0,1,Clear,5.74,86,,0,1,1,12.32922374
1/12/2011 5:00,Spring,0,1,Clear,,86,,0,5,5,63.92922374
1/12/2011 6:00,Spring,0,,Clear,4.92,93,,0,16,16,205.8292237
1/12/2011 7:00,,0,1,,5.74,69,8.9981,0,54,54,696.0292237
1/12/2011 8:00,Spring,0,1,Clear,6.56,59,,3,125,128,1663.529224
1/12/2011 9:00,Spring,0,1,,6.56,59,22.0028,3,78,81,1057.229224
1/12/2011 10:00,Spring,0,1,Clear,7.38,55,,0,39,39,502.5292237
1/12/2011 11:00,Spring,0,1,Clear,8.2,,26.0027,3,32,35,463.8292237
1/12/2011 12:00,Spring,0,1,Clear,8.2,,,3,52,55,721.8292237
1/12/2011 13:00,Spring,0,,Clear,9.02,44,,0,49,49,631.5292237
1/12/2011 14:00,Spring,0,1,,,47,22.0028,0,44,44,567.0292237
1/12/2011 15:00,Spring,0,1,,8.2,47,27.9993,1,48,49,635.8292237
1/12/2011 16:00,Spring,0,,Clear,9.02,44,22.0028,5,63,68,898.1292237
1/12/2011 17:00,Spring,0,1,Clear,8.2,47,,0,139,139,1792.529224
1/12/2011 18:00,Spring,0,1,Clear,8.2,47,35.0008,2,135,137,1775.329224
1/12/2011 19:00,Spring,0,1,,,47,,1,82,83,1074.429224
1/12/2011 20:00,,,,Clear,6.56,50,,2,54,56,730.4292237
1/12/2011 21:00,Spring,0,,Clear,6.56,55,,0,57,57,734.7292237
1/12/2011 22:00,Spring,0,1,Clear,6.56,55,30.0026,1,32,33,429.4292237
1/12/2011 23:00,Spring,,1,Clear,5.74,59,27.9993,1,19,20,261.7292237
1/13/2011 0:00,Spring,0,,Clear,,59,19.0012,1,6,7,94.02922374
1/13/2011 1:00,Spring,0,1,,,50,,0,2,2,25.22922374
1/13/2011 2:00,Spring,0,1,,5.74,50,23.9994,0,2,2,25.22922374
1/13/2011 3:00,Spring,,1,Clear,5.74,50,22.0028,0,3,3,38.12922374
1/13/2011 4:00,Spring,0,1,Clear,5.74,50,16.9979,0,4,4,51.02922374
1/13/2011 5:00,Spring,0,1,Clear,5.74,50,19.9995,0,3,3,38.12922374
1/13/2011 6:00,Spring,0,1,Clear,4.92,54,8.9981,0,28,28,360.6292237
1/13/2011 7:00,Spring,0,1,Clear,4.92,54,8.9981,0,72,72,928.2292237
1/13/2011 8:00,Spring,0,1,Clear,5.74,50,,5,197,202,2626.729224
1/13/2011 9:00,Spring,0,1,Clear,5.74,,22.0028,2,137,139,1801.129224
1/13/2011 10:00,Spring,0,1,Mist,6.56,50,,2,36,38,498.2292237
1/13/2011 11:00,Spring,0,,Mist,8.2,44,30.0026,4,33,37,493.9292237
1/13/2011 12:00,Spring,0,1,Clear,8.2,,27.9993,3,49,52,683.1292237
1/13/2011 13:00,Spring,0,1,Clear,9.02,41,,2,81,83,1078.729224
1/13/2011 14:00,Spring,0,1,Clear,9.02,41,26.0027,3,39,42,554.1292237
1/13/2011 15:00,Spring,0,1,Clear,9.84,38,19.9995,5,55,60,794.9292237
1/13/2011 16:00,Spring,0,1,Clear,,38,,2,76,78,1014.229224
1/13/2011 17:00,Spring,0,1,Clear,8.2,40,19.0012,4,158,162,2106.429224
1/13/2011 18:00,Spring,0,1,Clear,8.2,40,22.0028,3,141,144,1869.929224
1/13/2011 19:00,Spring,0,1,,,47,,1,98,99,1280.829224
1/13/2011 20:00,Spring,0,1,Clear,,47,15.0013,0,64,64,825.0292237
1/13/2011 21:00,Spring,0,1,,,46,,0,40,40,515.4292237
1/13/2011 22:00,Spring,0,1,Clear,,46,22.0028,0,30,30,386.4292237
1/13/2011 23:00,Spring,,1,,,50,,1,14,15,197.2292237
1/14/2011 0:00,Spring,0,1,Clear,4.92,,12.998,0,14,14,180.0292237
1/14/2011 1:00,Spring,0,,Clear,4.1,54,,0,5,5,63.92922374
1/14/2011 2:00,Spring,0,1,,4.1,54,,0,1,1,12.32922374
1/14/2011 3:00,Spring,0,1,Clear,4.1,54,,0,1,1,12.32922374
1/14/2011 5:00,Spring,0,1,Clear,4.1,54,,0,8,8,102.6292237
1/14/2011 6:00,Spring,0,1,Clear,4.1,,,0,17,17,218.7292237
1/14/2011 7:00,Spring,,,Clear,,,11.0014,0,70,70,902.4292237
1/14/2011 8:00,Spring,,,Clear,4.92,68,,2,156,158,2046.229224
1/14/2011 9:00,Spring,0,,Clear,5.74,69,8.9981,0,117,117,1508.729224
1/14/2011 10:00,Spring,,1,Clear,7.38,,12.998,4,40,44,584.2292237
1/14/2011 11:00,Spring,0,1,,7.38,51,19.0012,6,47,53,708.9292237
1/14/2011 12:00,Spring,0,1,Clear,,,,2,59,61,794.9292237
1/14/2011 13:00,Spring,0,1,Clear,,37,26.0027,4,73,77,1009.929224
1/14/2011 14:00,Spring,0,1,Clear,9.02,41,,5,59,64,846.5292237
1/14/2011 15:00,Spring,0,1,,9.84,,11.0014,9,59,68,915.3292237
1/14/2011 16:00,Spring,0,1,,9.02,41,7.0015,3,87,90,1173.329224
1/14/2011 17:00,Spring,0,,,9.02,41,11.0014,4,155,159,2067.729224
1/14/2011 18:00,Spring,0,,Clear,,47,,5,134,139,1814.029224
1/14/2011 19:00,Spring,0,1,Clear,6.56,59,6.0032,3,89,92,1199.129224
1/14/2011 20:00,Spring,0,,Clear,7.38,,,0,68,68,876.6292237
1/14/2011 21:00,Spring,0,1,Clear,6.56,69,,4,48,52,687.4292237
1/14/2011 22:00,Spring,0,1,Mist,,69,0,2,34,36,472.4292237
1/14/2011 23:00,Spring,0,1,Mist,,55,0,1,26,27,352.0292237
1/15/2011 0:00,Spring,0,0,Clear,7.38,55,0,3,25,28,373.5292237
1/15/2011 1:00,Spring,0,0,Mist,6.56,59,6.0032,2,18,20,266.0292237
1/15/2011 2:00,Spring,,0,Mist,6.56,,6.0032,0,12,12,154.2292237
